Ordre de travail;Staut Ordre de travail;Service;Description;Equipment;Nom Equipement;date enregistrement;Noeud Parent;Nom_parent;Classification Equipement;Date début;Date Fin;Modèle OT;Type OT
OT009454;clôturé;MECANIQUE;changement fiche electrique femelle suite mauvais état;ULPRPS0204;REMPLISSEUSE-CAPSULEUSE;15/01/2019 23:00;ULPRPS02;BOUTEILLE;;15/01/2019;15/01/2019;;correctif planifié
OT009455;clôturé;dt/Abdelhamid;;PAV004021;Chariot n°20;16/01/2019 12:21;PAV004;Chariots Elevateurs;MEC;16/01/2019;16/01/2019;;correctif planifié
OT009458;clôturé;méc;;PFC201;ERCA dessert 1 (MF14 série 29313);15/01/2019 18:30;PFC2;Conditionnement 2;;15/01/2019;15/01/2019;;correctif non planifié
OT009459;clôturé;élec*;;PFC104;Serac A (DmxR12T12/540 série M06-OF64);15/01/2019 14:54;PFC1;conditionnement 1;Mec;15/01/2019;15/01/2019;;correctif planifié
OT009460;clôturé;élec*;;PFC103;ERCA 3 (EF320L série 37212);16/01/2019 14:55;PFC1;conditionnement 1;Mec;16/01/2019;16/01/2019;;correctif planifié
OT009461;clôturé;prod;;PFC106;Sleever A (03/07-0281);15/01/2019 10:22;PFC1;conditionnement 1;Mec;15/01/2019;15/01/2019;;correctif planifié
OT009462;clôturé;élec;;PFC203;ERCA dessert 2 (MF14 série 26016);15/01/2019 07:10;PFC2;Conditionnement 2;;15/01/2019;15/01/2019;;correctif planifié
OT009463;clôturé;prod;;PFC107;Serac B (DmxR12T12/540 série M12-OM24);15/01/2019 10:23;PFC1;conditionnement 1;Mec;15/01/2019;15/01/2019;;correctif planifié
OT009464;clôturé;élec*;;PFP10910;TLP2 (tank lait Pasteurisé 2);15/01/2019 14:55;PFP109;Réception lait cru;;15/01/2019;15/01/2019;;correctif planifié
OT009465;clôturé;méc*;;PFC201;ERCA dessert 1 (MF14 série 29313);15/01/2019 08:49;PFC2;Conditionnement 2;;15/01/2019;15/01/2019;;correctif planifié
OT009467;en cours INV;CHANGEMENT MEMBRANE;;ULUTVP0103;CIRCUIT ENVOI VAPEUR;;ULUTVP01;PRODUCTION VAPEUR;Mec;11/01/2019;11/01/2019;;correctif non planifié
OT009468;clôturé;MECANIQUE;Coincement MOTEUR REDUCTEUR MONTE DESECENTE: moteur à la masse===>Séchage.                                  Révision moteur(Changement les roulements);ULPRPS0204;REMPLISSEUSE-CAPSULEUSE;16/01/2019 09:00;ULPRPS02;BOUTEILLE;;16/01/2019;16/01/2019;;correctif planifié
OT009469;en cours INV;REPARATION CLAPET;;ULPRPT0401;COULOIRE N°1 LAIT PASTORISE;;ULPRPT04;STOCKAGE LAIT PASTORISE;;14/01/2019;14/01/2019;;correctif non planifié
OT009470;en cours INV;DT/SALANI;;ULPRPH0205;TBA/8;;ULPRPH02;UHT B;Mec;15/01/2019;15/01/2019;;correctif non planifié
OT009471;clôturé;MECANIQUE;Fixation table élévatrice;ULPRPS0209;TABLE ELEVATRICE;16/01/2019 11:00;ULPRPS02;BOUTEILLE;;16/01/2019;16/01/2019;;correctif planifié
OT009473;en cours INV;CHANGEMENT CAPTEUR;;ULPRPT0401;COULOIRE N°1 LAIT PASTORISE;;ULPRPT04;STOCKAGE LAIT PASTORISE;;09/01/2019;09/01/2019;;correctif non planifié
OT009476;en cours INV;changement siege;;ULPRPT05;PASTO LAIT N1;;ULPRPT;TRAITEMENT;Mec;10/01/2019;10/01/2019;;correctif planifié
OT009485;en cours INV;demontage pasto creme 2;;ULPRPT06;PASTO LAIT N2;;ULPRPT;TRAITEMENT;Mec;10/01/2019;10/01/2019;;correctif planifié
OT009486;en cours INV;proget tanks 100000 L;;ULPRPT0401;COULOIRE N°1 LAIT PASTORISE;;ULPRPT04;STOCKAGE LAIT PASTORISE;;01/01/2019;31/01/2019;;correctif planifié
OT009580;clôturé;EPC  beurre;Construction de chariot labo;GCULZ201;Production  Beurre creme fraiche;18/01/2019 08:34;GCULZ2;Zone 2;Mec;18/01/2019;18/01/2019;;correctif planifié
OT009582;clôturé;Etm;Fuite vapeur au niveau de vanne principal vapeur NEP2;;;;;;;;;;
OT009583;clôturé;dt/wissem;;PAV004012;Chariot n°13;18/01/2019 12:23;PAV004;Chariots Elevateurs;Mec;18/01/2019;18/01/2019;;correctif planifié
OT009584;clôturé;dt/wissem;;PAV004038;BATTERIES;18/01/2019 12:25;PAV004;Chariots Elevateurs;Elec;18/01/2019;18/01/2019;;correctif planifié
OT009585;en cours INV;DT/M SIOUD;Défaut sécurité servomoteur machoires==>1/Changement les relais: meme problème2/vidange huile hydraulique suite huile non conforme;ULPRPH0405;A3/FLEX;;ULPRPH04;UHT D;Mec;15/01/2019;16/01/2019;;correctif non planifié
OT009586;en cours INV;DT/SADOK;*Fuita au niveau vanne C;ULPRPH0104;TBA/8;;ULPRPH01;UHT A;Mec;18/01/2019;19/01/2019;;correctif non planifié
OT009588;clôturé;MECANIQUE;Changement ressort au niveau capsuleuse;ULPRPS0204;REMPLISSEUSE-CAPSULEUSE;17/01/2019 23:00;ULPRPS02;BOUTEILLE;;17/01/2019;17/01/2019;;correctif planifié
OT009721;en cours INV;ELECTRIQUE;Réparation les capteurs schuntés;ULPRPH05;NEP TETRA;;ULPRPH;LIGNE UHT;Mec;18/01/2019;18/01/2019;;correctif planifié
OT009722;en cours INV;DT/OUSSAMA;révision vanne 102 suite problème de fuite;ULPRPH0301;STEREDIAL;;ULPRPH03;UHT C;Mec;17/01/2019;17/01/2019;;correctif planifié
OT009724;clôturé;MECANIQUE;remplissge huile lubrification au niveau press-ford;ULPRPS0204;REMPLISSEUSE-CAPSULEUSE;16/01/2019 18:00;ULPRPS02;BOUTEILLE;;16/01/2019;16/01/2019;;correctif planifié
OT009825;en cours INV;MECANIQUE;Fuite au noveau pompe soude N°02 ====>changement garniture;ULPRPH0502;NEP TETRA LIGNE 02;;ULPRPH05;NEP TETRA;Mec;18/01/2019;18/01/2019;;correctif planifié
OT009826;en cours INV;MECANIQUE;changement ressort barre de soudure suite mauvais état;ULPRPH0208;MARIANI;;ULPRPH02;UHT B;Mec;18/01/2019;18/01/2019;;correctif planifié
OT009828;en cours INV;MECANIQUE;réparation transpalette;ULPRDV0103;TRANSPALETTE TC14- Hors service;;ULPRDV01;TRANSPALETTE;Mec;18/01/2019;18/01/2019;;correctif planifié
OT009829;clôturé;prod;changement chaussette et membrane;PFC103;ERCA 3 (EF320L série 37212);16/01/2019 10:25;PFC1;conditionnement 1;Mec;16/01/2019;16/01/2019;;correctif planifié
OT009831;en cours INV;Eté;changement des flexibles d'air par priorité suite au plan d'action créer par Mme Hanen chemek et Mr Riadh Elayeb;;;;;;;;;;
OT009832;clôturé;méc;changement membrane suite fuite doseur 1 et 3;PFC206;Galdi RG250;17/01/2019 00:30;PFC2;Conditionnement 2;;17/01/2019;17/01/2019;;correctif non planifié
OT009833;clôturé;Eté;Changement les blocs distributeurs dans les armoires électriques suite au plan d'action créer par Mme Hanen chemek et Mr Riadh Elayeb;;;;;;;;;;
OT009834;clôturé;Eté;Mise en place d'un désinsectiseur prés de la salle mise en analyse;;;;;;;;;;
OT009835;clôturé;méc;nettoyage presse decoupe. reglage lame. changement 2 lames suite probleme découpe pôt n°3 et 5 ;PFC203;ERCA dessert 2 (MF14 série 26016);16/01/2019 22:20;PFC2;Conditionnement 2;;16/01/2019;17/01/2019;;correctif non planifié
OT009836;clôturé;Eté;Lampe désinsectiseur devant départemant qualité ne fonctionne pas ;;;;;;;;;;
OT009837;clôturé;Eté;Changer prise courant dérièrre FT2 du laboratoire physico ;;;;;;;;;;
OT009838;clôturé;Eté;Problème pas machine non stable;;;;;;;;;;
OT009839;clôturé;Eté;Problème pas machine non stable;;;;;;;;;;
OT009840;clôturé;Eté;Merci de mettre des cages pour la protection des moteurs ERCA MF7 et 14 suite remarque du technicien ERCA selon le défaut du pas machine (problème eau dans les freins moteur );;;;;;;;;;
OT009841;clôturé;Eté;Changer tous les presses étoupe des cables dans les machines ERCA par des presse étoupe en inox  ;;;;;;;;;;
OT009842;clôturé;méc*;repration fuite au niveau flexible d'eau;PFP200;Divers Process 2;16/01/2019 08:50;PFP2;Etage (Process 2);;16/01/2019;16/01/2019;;correctif planifié
OT009843;clôturé;Eté;Vidéo jet Serac 2 très sale merci de nettoyer;;;;;;;;;;
OT009844;clôturé;Etm;il faut monter les indicateur au niveau delta P des restes des CTA ;;;;;;;;;;
OT009845;clôturé;Etm;Manque des vis de fixation étoile de format 110g (n°3) et 270g (n°9);;;;;;;;;;
OT009846;clôturé;Etm;Plexiglace du porte gauche de l'Etpack est cassé (coté mure);;;;;;;;;;
OT009847;clôturé;Etm;fuite arome au niveau de ligne A;;;;;;;;;;
OT009848;clôturé;Etm;Guide tapis de sortie ERCA2 sont coincés avec le plastique et du file étirable;;;;;;;;;;
OT009849;clôturé;Etm;Bruit au niveau triblinder au cour d'injection sucre poudrage 1;;;;;;;;;;
OT009850;clôturé;Etm;Sièges vanne soutirage fruits (C1, C2, C3 et C4) sont endommagés;;;;;;;;;;
OT009851;clôturé;Etm;Trace produit au niveau vanne sortie P301XVB06;;;;;;;;;;
OT009852;clôturé;Etm;Fuite produit au niveau vanne by passe homo P3H1XV01;;;;;;;;;;
OT009853;clôturé;Etm;problème évacuation longuette au niveau presse découpe;;;;;;;;;;
OT009854;clôturé;Etm;Flexible de refroidissement contre moule débranché;;;;;;;;;;
OT009855;clôturé;Etm;Eliminer les raccords pneumatique au niveau flexibles de graissage centraliser des machines ;;;;;;;;;;
OT009856;clôturé;Etm;Fuite vanne arrivé eau bac de lancement Pasto 3 au cours de production;;;;;;;;;;
OT009857;clôturé;Etm;Fuite conduite eau glacée ERCA3;;;;;;;;;;
OT009858;clôturé;Etm;Rouleau passage bondrole ERCA1 sont attché avec le scotch ;;;;;;;;;;
OT009859;clôturé;Etm;Plexiglace partie déchet plastique des ERCA 1+2+3 sont démonté;;;;;;;;;;
OT009860;clôturé;Etm;les guides convoyeur sortie serac 1+2 sont colés avec du plastique ;;;;;;;;;;
OT009861;clôturé;Etm;Mise en place d'un point d'eau au niveau station fruit serac 2;;;;;;;;;;
OT009862;clôturé;Etm;Construction d'un support inox pour les goblet pour la fontaine de la salle suremballage;;;;;;;;;;
OT009863;clôturé;Etm;Bourrage des pôt entre convoyeur de sortie et convayeur d'entré lormos 2;;;;;;;;;;
OT009864;clôturé;Etm;Fuite acide au niveau de vanne d'arrét rechauffeur acide ;;;;;;;;;;
OT009865;clôturé;Etm;Fuite soude au niveau de rechauffeur soude 1;;;;;;;;;;
OT009866;clôturé;Etm;Fuite d'air et huile au niveau poste formage ;;;;;;;;;;
OT009867;clôturé;Etm;Eliminer les raccords pneumatique au niveau flexibles de graissage centraliser des machines ;;;;;;;;;;
OT009868;clôturé;méc;changement contreleure purge et reparation fuite vapeur.;PFP101;Pasto 1 (Pasto lait 1);17/01/2019 09:00;PFP1;Traitement 1 (Process 1);;17/01/2019;17/01/2019;;correctif planifié
OT009869;clôturé;Eté;Manque soudure chemin de cable coté bac retour NEP ERCA3;;;;;;;;;;
OT009870;clôturé;Eté;Les poignés des porte arrière côté doseur principal et presse soudure sont endommagés;;;;;;;;;;
OT009871;clôturé;méc*;Problème roulement moteur de l'écrémeuse MSE 75;PFP10401;Ecrémeuse MSE 75;17/01/2019 08:51;PFP104;Pasto 8 (Pasto lait 2);;17/01/2019;17/01/2019;;correctif planifié
OT009872;clôturé;Eté;Merci de mettre un protection au niveau bouton d'urgence armoire NEP1 et pasto 3 ;;;;;;;;;;
OT009873;clôturé;méc*;;PFC203;ERCA dessert 2 (MF14 série 26016);19/01/2019 08:52;PFC2;Conditionnement 2;;19/01/2019;19/01/2019;;correctif planifié
OT009874;clôturé;MECANIQUE;Fuite d'huile au niveau chariot porte bobine N°04===>Révision;ULPRPH0603;CHARIOT PORTE BOBINE MANUEL;18/01/2019 08:15;ULPRPH06;DIVERS UHT;Mec;18/01/2019;18/01/2019;;correctif planifié
OT009875;clôturé;Eté;Manque éclairage au niveau salle NEP2 côté manifold d'envoie;;;;;;;;;;
OT009876;en cours INV;MECANIQUE;Révision moteur réducteur chaine convoyeur (Stock atelier);ULPRPH0309;CONVOYEUR;;ULPRPH03;UHT C;Mec;17/01/2019;17/01/2019;;correctif planifié
OT009877;clôturé;élec;"changement connecteur et fiche vampire suite defaut vanne soutirage TM 7 vers SERAC 1 ""M157XVB03"" au cours de soutirage ";PFM101;Manifold;17/01/2019 19:55;PFM1;Maturation;;17/01/2019;17/01/2019;;correctif non planifié
OT009878;clôturé;méc;changement corroie moteur de convoyeur produit;PFS103;ET-Packt;19/01/2019 01:30;PFS1;Suremballage;Mec;19/01/2019;19/01/2019;;correctif non planifié
OT009879;clôturé;méc*;changement 8 poinçon et 2 lame;PFC201;ERCA dessert 1 (MF14 série 29313);17/01/2019 08:55;PFC2;Conditionnement 2;;17/01/2019;17/01/2019;;correctif planifié
OT009880;clôturé;méc*;fixation cage;PFC201;ERCA dessert 1 (MF14 série 29313);17/01/2019 08:56;PFC2;Conditionnement 2;;17/01/2019;17/01/2019;;correctif planifié
OT009881;clôturé;élec*;;PFC201;ERCA dessert 1 (MF14 série 29313);17/01/2019 14:56;PFC2;Conditionnement 2;;17/01/2019;17/01/2019;;correctif planifié
OT009882;clôturé;élec*;;PFP100;Divers Process 1;18/01/2019 14:56;PFP1;Traitement 1 (Process 1);;18/01/2019;18/01/2019;;correctif planifié
OT009883;clôturé;élec*;;PFD012;Ligne Air comprimé;18/01/2019 14:57;PFD0;Divers;;18/01/2019;18/01/2019;;correctif planifié
OT009884;clôturé;labo;changement pile;PFL001;Laboratoire 1;18/01/2019 08:08;PFL0;Laboratoires;;18/01/2019;18/01/2019;;correctif planifié
OT009885;clôturé;Eté;Chemin de cable côté coffret électrique TLP2 et TC4 est mal fixer;;;;;;;;;;
OT009886;clôturé;Eté;contrôle d'accé de la porte entrée personnel ne fonctionne pas;;;;;;;;;;
OT009887;clôturé;Eté;mauvaise fixation du chemin de cable côté refroidisseur à boire;;;;;;;;;;
OT009888;clôturé;Eté;Prise réseau en face tapis de sortie Etpack est endommagé;;;;;;;;;;
OT009889;clôturé;Eté;contrôle d'accé de la porte suremballage sas 2 ne fonctionne pas;;;;;;;;;;
OT009890;clôturé;Eté;Désinsectiseur porte sécours prés des congélateur ferment ne fonctionne pas;;;;;;;;;;
OT009891;clôturé;Eté;Fuite au niveau distributeur d'air manifold TM;;;;;;;;;;
OT009892;clôturé;Eté;Fuite au niveau distributeur d'air manifold soutirage TC3;;;;;;;;;;
OT009893;clôturé;Eté;non disponibilité de l'eau chaude;;;;;;;;;;
OT009894;clôturé;Eté;Changer 2 prise courant coté dateur Serac 2 (sans couvercle);;;;;;;;;;
OT009895;clôturé;Eté;Désinsectiseur coté Serac 2 ne fonctionne pas;;;;;;;;;;
OT009896;clôturé;Eté;Changement l'emplacement TV au niveau mur du bureau de Mr Riadh Elayeb;;;;;;;;;;
OT009897;clôturé;Eté;décalage de 6 mn entre heure machine et heure image;;;;;;;;;;
OT009898;clôturé;Eté;paramétrage photocellule pour lecture spôt opercule;;;;;;;;;;
OT009899;clôturé;Etm;Mise en place deux filtres entré liquiverter et manifold;;;;;;;;;;
OT009900;clôturé;Etm;Bruit anormal au niveau pompe retour NEP doseur 1 + 2 ;;;;;;;;;;
OT009901;clôturé;Etm;problème pas machine non stable;;;;;;;;;;
OT009902;clôturé;Etm;problème pas machine non stable;;;;;;;;;;
OT009903;clôturé;Etm;Bruit au niveau agitateur MPF1;;;;;;;;;;
OT009904;en cours INV;Etm;Mise en place lavabo dans la salle poudrage 3;;;;;;;;;;
OT009905;clôturé;Etm;Bruit au niveau agitateur CP2;;;;;;;;;;
OT009906;clôturé;Etm;Pose pied du support tapis de sortie ERCA FF esrt démonté ;;;;;;;;;;
OT009907;clôturé;Etm;Mal fonctionnement du bras du magasin tête n°1 (attaché par scotch);;;;;;;;;;
OT009908;clôturé;Etm;Problème lame prédécoupe ;;;;;;;;;;
OT009909;clôturé;Etm;Vibration au niveau presse soudure ;;;;;;;;;;
OT009910;clôturé;Etm;Problème bouchage sortie déchet ;;;;;;;;;;
OT009911;clôturé;Etm;Fuite d'eau au niveau bac de refroidissement machine ;;;;;;;;;;
OT009912;clôturé;Etm;Problème au niveau système d'évacuation languette et etoile au niveau presse découpe;;;;;;;;;;
OT009913;clôturé;Etm;Fuite d'huile au niveau colones presse découpe;;;;;;;;;;
OT009914;clôturé;Etm;Fuite d'huile au niveau presse formage ;;;;;;;;;;
OT009915;clôturé;Etm;Fuite produit au niveau vannes M1T1XV01, M1T1XV02, M1T1XV03 du pôt ferment;;;;;;;;;;
OT009916;clôturé;Etm;Gain textil du CTA coté TM19 est déchéré;;;;;;;;;;
OT009917;clôturé;Etm;Fuite solution de nettoyage au niveau raccord arrivé NEP ligne envoie vers pasto mix;;;;;;;;;;
OT009919;clôturé;Etm;Bruit anormal au niveau machine mimasa 1;;;;;;;;;;
OT009920;clôturé;Etm;Guides convoyeur sortie Serac 1 + 2 sont attaché par le plastique ;;;;;;;;;;
OT009921;clôturé;Etm;Fuite d'une conduite au dessus distributeur papier côté tableau de force du conditionnement 1;;;;;;;;;;
OT011143;clôturé;Etm;Fuite d'eau au niveau circuit eau glacée ERCA 1+2+3;;;;;;;;;;
OT011144;clôturé;méc+élec;changement tous les resistances et leur plaque support suite defaut;PFC102;ERCA 2 (EF320L série 34407);20/01/2019 22:55;PFC1;conditionnement 1;Mec;20/01/2019;21/01/2019;;correctif non planifié
OT011144;clôturé;méc+élec;changement tous les resistances et leur plaque support suite defaut;PFC102;ERCA 2 (EF320L série 34407);20/01/2019 22:55;PFC1;conditionnement 1;Mec;20/01/2019;21/01/2019;;correctif non planifié
OT011145;clôturé;Etm;Fuite vapeur au niveau purgeur boucle rechauffeur poudrage;;;;;;;;;;
OT011146;clôturé;Etm;climatiseur étuve 25°C en panne (ventillo en panne);;;;;;;;;;
OT011147;clôturé;Etm;Fuite au niveau piston doseur au cours de NEP (piston n°1+2+3+4);;;;;;;;;;
OT011148;clôturé;Etm;Mauvaise fixation des couvercles pompe retour NEP Serac 1+2;;;;;;;;;;
OT011149;clôturé;Etm;Fuite d'huile énorme au niveau presse capsule serac 2;;;;;;;;;;
OT011150;clôturé;Etm;Fuite garniture au niveau pompe reprise ligne poudrage ;;;;;;;;;;
OT011151;clôturé;Etm;Flexible de toilette vestiaire n°1 est endommagé;;;;;;;;;;
OT011152;clôturé;élec*;changement boite étanche et prise;PFS100;Divers suremballage;19/01/2019 14:58;PFS1;Suremballage;Elec;19/01/2019;19/01/2019;;correctif planifié
OT011153;clôturé;prod;changement filtre tunnel et rouleau d'encre. ;PFC201;ERCA dessert 1 (MF14 série 29313);19/01/2019 10:27;PFC2;Conditionnement 2;;19/01/2019;19/01/2019;;correctif planifié
OT011154;clôturé;élec;reparation defaut moteur chaine;PFS102;Mimasa 2 (L-300 série 643);20/01/2019 22:30;PFS1;Suremballage;Mec;20/01/2019;20/01/2019;;correctif planifié
OT011196;clôturé;ELECTRIQUE;problème fonctionnement chariot électrique===>changement fusible;ULPRPH0602;CHARIOT PORTE BOBINE ELECTRIQUE;19/01/2019 08:16;ULPRPH06;DIVERS UHT;Elec;19/01/2019;19/01/2019;;correctif planifié
OT011197;en cours INV;ELECTRIQUE;mise en place compteur ligne;ULPRPH0411;POLYPACK;;ULPRPH04;UHT D;Mec;21/01/2019;21/01/2019;;correctif planifié
OT011200;clôturé;méc*;changement etrier suite defaut;PFC101;ERCA 1 (EF320L série 39306);20/01/2019 09:01;PFC1;conditionnement 1;Mec;20/01/2019;20/01/2019;;correctif planifié
OT011201;clôturé;MECANIQUE;changement plaque de cisaillement suite fuite du lait;ULPRPS0202;HOMO;22/01/2019 08:00;ULPRPS02;BOUTEILLE;Mec;22/01/2019;22/01/2019;;correctif planifié
OT011202;en cours INV;ENERGETIQUE;changement filtre d'air au niveau climatisation du STEREDIAL;ULPRPH06;DIVERS UHT;;ULPRPH;LIGNE UHT;Mec;17/01/2019;17/01/2019;;correctif planifié
OT011203;clôturé;Eté;Tube néan à l'entrée de la chambre froid n°1 est non fonctionnel et mal fixer;;;;;;;;;;
OT011204;en cours INV;ELECTRIQUE;changement capteur bourrage convoyeur;ULPRPH0209;CONVOYEUR;;ULPRPH02;UHT B;Mec;16/01/2019;16/01/2019;;correctif planifié
OT011205;clôturé;méc*;;PFP200;Divers Process 2;20/01/2019 09:03;PFP2;Etage (Process 2);;20/01/2019;20/01/2019;;correctif planifié
OT011206;en cours INV;ELECTRIQUE;changement capteur chaine convoyeur;ULPRPH0108;CONVOYEUR;;ULPRPH01;UHT A;Mec;19/01/2019;19/01/2019;;correctif planifié
OT011207;en cours INV;MECANIQUE;révission vanne suite problème de fuite;ULPRPH0201;STEREDIAL;;ULPRPH02;UHT B;Mec;19/01/2019;19/01/2019;;correctif planifié
OT011208;en cours INV;MECANIQUE;intervention;ULPRPH0305;A3/FLEX;;ULPRPH03;UHT C;Mec;20/01/2019;20/01/2019;;correctif planifié
OT011209;clôturé;MECANIQUE;révision barre de soudure;ULPRPS0207;FARDELEUSE;21/01/2019 14:00;ULPRPS02;BOUTEILLE;;21/01/2019;21/01/2019;;correctif planifié
OT011240;en cours INV;ENERGETIQUE;CHANGEMENT FILTRES ET ELIMINATION FUITE;ULUTTE010502;osmoseurs d'eaux n2;;ULUTTE0105;OSMOSEURS EAUX;Mec;15/01/2019;15/01/2019;;correctif planifié
OT011241;en cours INV;MECANIQUE;REVISION POMPE PASTO LAIT N°2;ULPRPT06;PASTO LAIT N2;;ULPRPT;TRAITEMENT;Mec;15/01/2019;15/01/2019;;correctif non planifié
OT011242;en cours INV;ENERGETIQUE;CHANGEMENT VANNE A SIEGE INCLINE CIRCUIT ACIDE;ULPRPT0102;NEP LOCAL;;ULPRPT01;NEP;ALIM;17/01/2019;17/01/2019;;correctif non planifié
OT011245;clôturé;méc*;changement courroie suite defaut copure courant;PFP10401;Ecrémeuse MSE 75;22/01/2019 09:03;PFP104;Pasto 8 (Pasto lait 2);;22/01/2019;22/01/2019;;correctif planifié
OT011246;en cours INV;ELECTRIQUE;;ULPRPT0102;NEP LOCAL;;ULPRPT01;NEP;ALIM;17/01/2019;17/01/2019;;correctif non planifié
OT011249;clôturé;élec*;changement capteur suite defaut;PFC104;Serac A (DmxR12T12/540 série M06-OF64);22/01/2019 15:00;PFC1;conditionnement 1;Mec;22/01/2019;22/01/2019;;correctif planifié
OT011275;en cours INV;MECANIQUE;;ULPRPF0403;BUTYRATEUR;;ULPRPF04;BEURRE;ALIM;17/01/2019;17/01/2019;;correctif planifié
OT011276;clôturé;prod;changement rouleau d'encre;PFC205;ERCA Pate Fraiche (MF7 série 29413);21/01/2019 10:28;PFC2;Conditionnement 2;;21/01/2019;21/01/2019;;correctif planifié
OT011277;clôturé;prod;changement lame suite defaut;PFC106;Sleever A (03/07-0281);21/01/2019 10:29;PFC1;conditionnement 1;Mec;21/01/2019;21/01/2019;;correctif planifié
OT011381;clôturé;prod;;PFC203;ERCA dessert 2 (MF14 série 26016);21/01/2019 10:30;PFC2;Conditionnement 2;;21/01/2019;21/01/2019;;correctif planifié
OT011634;en cours INV;Eté;Circuit pneumatique parti doseur principal est endommagé;;;;;;;;;;
OT011635;clôturé;Eté;Défaut vanne P201XV06 de sortie produit chaque démarrage (manque d'air);;;;;;;;;;
OT011636;clôturé;Eté;Présence des cables électrique suspendu dans la chambre froide 1 (ancien amplacement évaporateur) merci d'éliminer;;;;;;;;;;
OT011637;clôturé;Etm;Perturbation du poid;;;;;;;;;;
OT011638;clôturé;Etm;Flaçon aboire écrasé au niveau de convoyeur de sortie posimat 2;;;;;;;;;;
OT011639;clôturé;Etm;Fuite au niveau conduite RIA dans la magasin MPPF2;;;;;;;;;;
OT011640;clôturé;Etm;A fixer le support protection RIA dans la chambre froid 1;;;;;;;;;;
